SongID,ArtistID
SOCVDYI12AC4687DDB,ARJDMBO1187B9AD118
SOEVGMZ12A8C1421B5,ARYJSY01187B9B7C65
SOCGURJ12AB0182AEE,AR77FBJ1187FB49D8D
SOHTWLT12A8C13CFE1,ARFVYJI1187B9B8E13
SOVQZYP12A8C144692,ARBM4TC1187FB5CE98
SOHHANU12A58A77C66,ARMQHX71187B9890D3
SOTHWPG12AB018C90E,ARYXJ5A1187B9B9E56
SOOQHNV12AB0186CD4,ARULHJM1187B997004
SOSGXRU12AAF3B2B07,AROTIMO1187FB532BF
SOFRUDU12A8C13A40C,AR0X3JJ1187FB3A9A7
SONXLQQ12AB0184B54,AR035N21187FB3938E
SOKPHVH12AB0187460,ARA0H5U1187FB47949
SOIUGDX12A6D4FDECA,AR358YS1187FB44A29
SOAYYDM12AB01817E6,ARANOZN1187B9B373E
SORAJXA12A58A7A4C9,ARHONG11187FB3B120
SODJUNF12A8C13337F,ARRA2F91187B9B4061
SOVDDWO12A6D4F9A78,ARSGZ3J1187FB3E610
SOFGQAP12AB0185946,ARMQ32V1187B9999F3
SORGLCR12AB0184B69,AR8EDG51187FB41A08
SOLBIIE12AB0184DFC,AR1GYND1187B9A9CD3
SORHOEV12A81C20F71,AR1PCLK1187FB5BBFF
SOFPYXC12A58A7A4B9,ARF0W6Z1187B9AC325
SOFQGCQ12AB0183609,ARWGIOC1187FB4CBEF
SOEBDBO12AC4688712,ARZHLNX1187FB4B8E7
SONIQSB12AB0189829,ARC25S11187B993923
SOYNEII12AB0181DB6,ARKE8PP1187B997DD4
SOKIGWD12A6701DE9D,ARK9TRQ1187B99C095
SOHXKAN12AC46872F1,ARGTUWC1187B9904A0
SOQZHMH12A8C13A393,ARFS01P1187B9A395A
SOLEYPL12A6D4F83CE,ARGWIHH1187B9A79B0
SOZFCNC12A6D4F76F3,AR5MK521187B98E0B8
SOPUQFS12A8C13DE1E,ARU22AM1187B9961EA
SOPNRDT12AB018A2D8,ARTB56G11C8A41569D
SOGTLVU12A8AE47D5D,AR93RTI1187B98ECFB
SOXNMDZ12A6D4FA20D,AR9AN471187B99E0DA
SOGOJBW12AB018513B,ARAR4YH1187B98BF2A
SONNOCP12A8C145220,AR567PN1187FB4B4F2
SOUDHTP12AB0183403,ARYKF861187B99C74B
SOWDEPU12A8C137B14,AR4K59J1187FB3759B
SOJBYGW12A8C13A497,ARLSF8H1187B9A76B0
SOQDTQP12A6D4F793F,ARDG9Z71187B997023
SOJHKYL12A6D4FA0AC,AR56P361187B9AC4DB
SOJVWBA12AB018C326,ARDDHGI126E2B3AA76
SONRSQW12A6D4F6D1C,ARVML631187B99E90D
SONTBYD12A58A77A29,ARBKMHZ11F4C843491
SOMKMPB12A8C1447D0,ARD3LXU1187B9ABFC5
SOSGQPS12A8AE48538,ARXOTQH1187FB57084
SOKENJQ12AB017EC8C,ARMG6K31187FB55677
SOBNTXB12A8C1428BA,ARFUSID1241B9C9462
SOIKIJC12AC3DFB3D2,ARC6UC81187B989062
SOFJNQR12A6D4FAE92,ARKZJ301187FB521B2
SOGDFIT12AB018528B,ARVKAWO11F50C47C9A
SOOIZTH12AB018C12E,ARHXBJI1241B9C8B7F
SOQPJUL12AB0189379,ARTFLEU1269FCD1FE3
SOMBQEO12A8C135018,AR0LVFQ1187B9A84E0
SOCQWKZ12A8C13CE4C,ARU9KWP1187B98B2A7
SONETAN12A58A7ACEB,ARZ05QG1187FB3843E
SOKEXTF12A8C13AE7E,ARTEGHH1187FB435C8
SOUJISW12CF4E09416,ARASSX21187FB528B7
SOJKDKH12A58A761A2,ARRH2S81187B98C8AA
SOTWWBZ12AB01845E0,ARSF4161187B9B449F
SOKZTUH12AB018B938,AR87OXB1187FB39E0B
SOQDTZG12A8C1442E3,ARCLCFS1187B9AE476
SOIFOLA12AB017CDA1,ARWAPYC1187FB3FCAF
SOKHVZO12AB0184C4D,ARILV5E1187B9959C8
SOMISOP12AC468D9D5,ARHSAFX1187B98E89A
SOOZKNQ12A6D4F6FD4,ARGR9FY1187FB4D0E7
SOGOQGE12AB0182907,ARVG4OK1187B9B6BD3
SOWTIDJ12AB018808C,ARGCY1Y1187B9A4FA5
SONIHLC12AB0187B0C,ARYFROT1187B9B78C2
SOLBHCO12AB018769A,ARIN12F1187FB3E92C
SOVZVPT12AB018A59E,ARMZ4PD1187B9ACBCD
SOZWDHS12AB0188A33,AR0CWSC1187B9AFE3F
SOFSKON12A8C13B3B5,ARD5K161187B9AC784
SOBOCAG12A6BD55D56,ARUZRFN1187B98AC05
SONCYFS12A8C14261E,ARSTH0R1187B98951E
SOTNBNN12A6D4F6CC7,ARSL5SP1187B9A7AE0
SOXZLDX12A58A7CE52,ARCE0H01187B9AF741
SOEESQT12A8C13C7D5,ARW4AGO1187FB4F107
SOSKUNI12AB0187F12,ARZWK2R1187B98F09F
SOSLFMU12AB018FFEA,ARDOOH01187B991055
SOOKISK12AB0180667,ARMBTFC1187FB56343
SOVGBEK12A8C134E04,ARBH0MS1187FB36311
SORJOMF12AB0186F78,ARTXEZN1187B9B8190
SOVTGXQ12A6D4FB9CA,ARBM57Q1187B9AF97C
SOLKTEK12AB018BE1A,ARED2DG1187FB3CB4D
SODYZIU12A8C13FBD9,ARMQHX71187B9890D3
SOJRCDU12AB0189D27,ARNIFX51187FB418EA
SOBMHTY12AC9097B7C,AREW1KO1187B98E42E
SOZWHVZ12A6D4F90E7,ARUJ5A41187FB3F5F1
SOQAHUW12AB0181F04,ARE2BVT1187B9AC9A2
SOVHRBI12A81C22E02,ARMBTFC1187FB56343
SOHULHF12AB017F6CF,AR97EHA1187B98AD5F
SOFWWGY12AB0185BC5,ARFTMGO1187B9A777A
SOEETVW12A6D4F93B8,AR5J8XN1187B9B712E
SOJTIKK12A8C13B15E,AR4B3RX1187B9A868A
SOQBQWN12AB0186782,ARE1N571187B98A47D
SOKLQWF12A8C1423F2,AR8XG9J1187FB418C1
SORQLMX12A8C133FCD,ARHSS201187B98A8CC
SOCLQKJ12AF72A4AB0,AR02PUA1187FB52574
SODWXQV12A6310F10D,AR6892W1187B9AC71B
SORKRKK12A8C13C12F,ARGNGRI11E2835D567
SOQPPKZ12A58A7B1EC,ARQDYV0119B866800F
SOXSUNF12A8C134195,ARN5W1B1187B98BE10
SOVRJYX12AB01844E1,ARBJSO81187B9BA09B
SOMOHEI12AB018785F,ARETCTY1187FB4C033
SOOGRLD12A8C132B2F,ARQXR6R1187FB46FD6
SODAEVD12AB01886BB,ARP8TSJ1187FB54852
SOAESJW12A8C137CC2,AR3PN3R1187FB4CEBD
SOHCYVK12AB017BBF2,ARQGYP71187FB44566
SOCWXYM12AB018BDF3,ARHVU591187B99F46A
SOSYVIZ12A8C141964,ARV2V751187FB4330F
SOTVEKK12A8C1392E1,ARX9YIP1187B98A656
SOHGAJH12A6D4F8F58,ARPPURC1187B990FB7
SOCTSJA12AC9618325,AR0X3JJ1187FB3A9A7
SOTYCYE12AC468AA08,ARYECMK1187FB5C081
SOAKXET12CF5F86E71,AR74Q3R1187B9B24C3
SOYDHCW12A6D4F9A2E,AR1PCLK1187FB5BBFF
SOGBJSK12AB018D052,AR0G47L1187B98CC6D
SOSTFTW12A8C13B84A,ARKUP6H1187FB3F8E3
SOLHFZF12AB018AB3E,ARHRP6Q1187FB3F016
SOZEHMC12A6D4F9F30,AR10USD1187B99F3F1
SOYHNTG12A6D4F5703,ARTW7I31187B9A4CA9
SOGBRIU12A582A214C,ARQCMZ01187B99342C
SOLCPEB12A58A7BF47,ARSZ6MA1187FB43D29
SOFOGMR12A8C140FFF,ARDIBRT1187B9AF176
SOBJYXZ12A8AE45FF1,ARY80281187FB3E380
SOGJSEF12AB01847D4,ARXSPYZ1187B98972A
SOCVGQS12A8C13D7DF,ARR2TI31187FB380FE
SOGVRHK12A8AE47FFB,ARNILB71187B99EC88
SOGGYSM12A58A79111,AR0OEYB1187FB4A81E
SOHCENZ12A8C13AC85,ARH4N0N1187FB3E1F1
SOIKVVS12AB0184063,ARDQO721187FB3C6D9
SOYCTBG12A8C144341,ARIFGKC1187B9B04D5
SOMCCPJ12A8C142B6B,AR4IWYN1187FB47DF6
SOVKCDB12A6D4FB2AB,AR9YQN31187FB45B34
SOONOZL12A6D4FC475,ARV3IN31187FB4AAAE
SOIHZMH12AB017DF93,ARCID1N1187FB51DA0
SOCQJBX12AF72AA6F2,ARKCTSM11F4C83C839
SOMWLCK12A8C135D69,AR7JBP41187FB3EA8A
SORHXYU12A8C13716B,ARAHQDS1187FB55275
SOEMLQO12AB01808B6,ARALP6I1187B989E27
SOITEVV12A6D4F5969,AR23EC41187FB4805D
SOWNSZY12AB0180BCF,AR8JSAL1187FB3CE7E
SOQKKPE12A8C13C2CD,ARL6FF81187FB5A916
SORJXPY12AB0182839,AR9EZGO1187B9A401F
SOIRGRL12AB0186BC2,ARLDW6Z1187FB3F2A0
SOEGTAN12A6D4F8726,ARKA2YS1187B9A4060
SODTRPJ12A8C1377E9,AR1QXAQ1187FB47FAC
SOKPFTZ12A6D4FA141,ARKSBCO1241B9CE46E
SOFVRCJ12AB018B4DA,AR76DOS1187FB5AE78
SORWMLD12A8C137D1A,AR4OHL91187B9B2EB9
SOFHQCR12A8C138A74,AR6QQY41187B990574
SOCPGVG12AB018AA84,ARN8NCB1187FB49652
SOYUFEN12AB018BF99,AREHMUC1187B98B91B
SOLWQFA12AB01899E8,ARXG6L11187FB5695E
SOAMXQV12AB018775F,ARO2EDF1187B993BD8
SOENDOQ12A8C139A41,ARU0HTX1187B98B4C6
SOWHAEF12A8C13EF0C,ARVMPJC1187FB3B954
SOTTXNS12AB0187861,ARDW5AW1187FB55708
SOXSLOL12AB0188039,ARHNL9K1187FB5730C
SOQLGFP12A58A7800E,ARD7TVE1187B99BFB1
SOPVXLX12A8C1402D5,AR3JMC51187B9AE49D
SOAOIBZ12AB01815BE,ARPBNLO1187FB3D52F
SOZHPGD12A8C1394FE,AR9AWNF1187B9AB0B4
SOSLAVG12A8C13397F,AROGWRA122988FEE45
SOTTDKS12AB018D69B,ARMBR4Y1187B9990EB
SOMVWWT12A58A7AE05,ARQ9BO41187FB5CF1F
SOQVMXR12A81C21483,ARKULSX1187FB45F84
SODUJBS12A8C132150,ARI2JSK1187FB496EF
SOBBXLX12A58A79DDA,AREDBBQ1187B98AFF5
SOTUKVB12AB0181477,AR7ZKHQ1187B98DD73
SOOJPRH12A8C141995,ARBGXIG122988F409D
SOBCOSW12A8C13D398,AR7SMBG1187B9B9066
SOQOTLQ12AB01868D0,ARGCY1Y1187B9A4FA5
SOBKWDJ12A8C13B2F3,AR36F9J1187FB406F1
SOFNOQK12AB01840FC,ARNNKDK1187B98BBD5
SOGVQGJ12AB017F169,AR62SOJ1187FB47BB5
SOFFKZS12AB017F194,ARBEBBY1187B9B43DB
SOBAYLL12A8C138AF9,ARDR4AC1187FB371A1
SOLEYHO12AB0188A85,ARAGB2O1187FB3A161
SOPEGZN12AB0181B3D,AREDL271187FB40F44
SOXILUQ12A58A7C72A,ARP6N5A1187B99D1A3
SOTCKKY12AB018A141,ARGSAFR1269FB35070
SOSWKAV12AB018FC91,ARULZCI1241B9C8611
SONSKXP12A8C13A2C9,AR0IAWL1187B9A96D0
SOUPIRU12A6D4FA1E1,ARJIE2Y1187B994AB7
SODREIN12A58A7F2E5,ARLTWXK1187FB5A3F8
SONWXQJ12A8C134D94,ARNF6401187FB57032
SOWQTQZ12A58A7B63E,ARPFHN61187FB575F6
SOLYIBD12A8C135045,AR051KA1187B98B2FF
SOINLJW12A8C13314C,AR8IEZO1187B99055E
SOGDBUF12A8C140FAA,AR558FS1187FB45658
SORRZGD12A6310DBC3,ARVBRGZ1187FB4675A
SODAUVL12A8C13D184,ARWB3G61187FB49404
SOFCHDR12AB01866EF,AREVWGE1187B9B890A
SOHUTDD12AB018A94F,AR2JD2Z1187B998A90
SOHNDEQ12A6D4F9FBE,AR7TTCH1187FB3F95C
SOLCALW12A8C132870,ARF6ZTO1187FB3684F
SOPOIQJ12A6701C8CF,ARPYBWQ1187B989C0D
SOUMWOQ12A8C13A949,ARU0HTX1187B98B4C6
SOIUJEF12A8C13C878,ARUE3AK1187B9AC923
SOXXFEW12AB017F2A8,AR6W9T51187B9A8B8E
SOLUIMX12AB0189599,ARQ05GM1187B990512
SODLRRT12AB0189535,AR1Y2PT1187FB5B9CE
SOCTPFZ12AAF3B45AE,ARXN7S71187B9941BE
SOPDILX12AF72AA3C2,AR1072G1187FB5B351
SOMYOQU12A8C13C2B4,ARXIIEY1187FB44EAF
SOWETWO12A6D4FA5F3,ARBUOOR1187B997391
SOFGVWR12A8C141D19,ARQ9BO41187FB5CF1F
SOADEBB12A8C1345D9,ARGC7FQ1187FB409CC
SORZLRP12AB017D68D,ARRS5961187B99F9DE
SOMGTTY12AB0185986,AR14CJ91187FB3A994
SOIKYMH12AB0186452,ARJV0U41187B9AB715
SOILUPR12AB0186FC1,AR502DZ1187B98F8E1
SOAXGUT12AB0184D53,ARWI6LR1187FB46E9F
SOWHNGE12A8C133D07,AR0AVIB1187FB37D01
SOLULNS12A8C13008E,AR7OCK81187B98D1F1
SOPMNJT12A8C13AC24,ARABFU01187FB46712
SOPLBWU12AB01894DE,ARF88UQ1187FB5A3E9
SOJFCDO12AB01852EE,ARQZTGO11E8F5C0768
SOISHVF12A8AE496BB,AR08GQF1187B98E316
SOLEQYS12AB017D59D,ARZGMLE11F4C840C9D
SOPHMAS12AB0186B88,AROATPL1187FB48E12
SOVCZHI12A6D4FAB0D,ARBXIDR1187B9AB77E
SOFZJFU12A8C1420A1,ARYCP7D1187B99516B
SOEWJWO12AB01865EB,ARVN9FZ1187FB393F1
SOISSLO12AC96185B0,ARMD6JB1187FB3B0E7
SOCYAKZ12AB018708F,ARFAGIR1187B997EA1
SOAXABK12A8C13C76F,AR6C8EJ1187FB3F473
SOOBSJW12A6D4FA2B2,AROHMXL1187B9AF4B2
SOWFQKL12AB017D754,ARWNRBH1187B9B7E68
SOACHGQ12AB018590E,ARRVUWA1187B9A0FE2
SOKQFOM12A8C13E738,AR0LVFQ1187B9A84E0
SOZEMEV12A6D4F9317,ARZCEOJ1187B9A91C0
SOQGZBE12A8C139160,ARD2NDU1187B99B615
SONMGHJ12A8C137426,AREJO121187B995676
SOFRROW12A6701CBEA,AR5WPYF1187B9B40DA
SOIMFZR12AB017F041,ARN5BHA1187B99E072
SOCPSFM12A8C136A50,ARUZL121187FB4B42D
SOPWBZR12AB017C46D,ARW040W1187FB51082
SORSTBQ12A8C144986,ARQ7XJG1187B991CEC
SOSVQVA12A8C137DEA,AR7S48C1187B99711E
SOHXSRS12CF530E601,ARM7C1Q1187FB471C8
SOETFVQ12A8151E8B3,ARYHTYH11EBCD7C884
SOAFUDP12A6D4F7211,AR7UOUK1187B99078C
SOQZWXR12AB017FDE3,ARGEKDX1187FB3A5BF
SOTNQRU12A8C131FEF,ARNQESK11F4C83FD6F
SOGXQRO12A8AE47D50,ARN03F71187FB4E3F4
SOFDHHB12AB0187788,ARJ9B1V1187FB4DD1F
SOOCMUD12AC4686532,ARSS1OZ1187FB54440
SOPDAMI12A58A782EA,ARDG9Z71187B997023
SORZHIP12A8C13EEB8,ARZWK2R1187B98F09F
SOIHMBZ12AC4688FD5,ARNNQ9E1187FB3C82F
SOSLSTE12AB0180800,ARWI6LR1187FB46E9F
SOWEMDM12AC3DFA56B,ARWSMC91187B9AD369
SOOUWXD12AB0181D16,ARZAXOR11F4C83EB65
SOONDHS12A58A7CADA,ARFK98R1187B9B0552
SODYVBO12AB017C3A5,ARU9Q5Q1187FB3D6EB
SOXKVHN12AB0184051,AR57Z841187B9B7D7D
SOLZTXD12AB0189AEB,AR82DJK1187B991107
SOKBJCQ12A6D4F9DCB,ARMUC731187B9A172D
SOXLVKX12A6310E1C9,ARWD25M1187FB4C563
SOOWWPQ12AB018E4B7,ARYF20K1187B9B76BD
SOIOEMI12AB0182C50,ARRESZG1187B9A3FBF
SOHVUPT12AB0180D45,ARD88QA119B3403A02
SOZQKUN12A58A7BE4B,ARIHI8H1187B9B0058
SOFDXJM12A58A75955,ARHO1WI1187B98CB84
SOFPXKK12AB01807D3,ARWI6LR1187FB46E9F
SOCOQUZ12AB0181A1E,ARUWB5W1187B98D7A1
SOZLDXZ12A8C1427BE,ARR9XHK1187FB3894D
SOXTQOC12A6D4F6C56,AR82DJK1187B991107
SOSLEMJ12A8C13F86B,ARIUQZL1187FB4303B
SOXHJSE12A8C1364FF,ARQ05GM1187B990512
SODUYOC12A67ADC8ED,ARBD4QW1187FB42153
SOTAGIH12AB018152A,AR8QW7Y119B866993A
SONKANV12AB017E5F0,ARJAVK71187B989FEF
SOBCKIM12A8C13936C,AR0S7TA1187FB4D024
SOPEYWY12A8C13A9EC,ARVD9M11187FB49291
SOPYZLU12A8C14193C,ARV1ALU1187FB4D77E
SOVSLSQ12A6D4F8F77,ARVZPW91187FB4D73C
SOOBPLB12AB018ABBA,ART70HI1187B9A37BC
SOKAYCT12AB018ACE9,ARCICZN11EB9C810B3
SODQWRC12A8C13D19B,ARW9QSZ1187FB4B93E
SOHSGTX12A67020685,AR633SY1187B9AC3B9
SOARVHI12AB018C588,ARDQO721187FB3C6D9
SOQLNGZ12A8C1314E8,ARUF71J1187FB511C1
SOUOYDQ12AB017EFFC,AREP8KM1187B9A3A7B
SONPXHA12AB017D876,ARD88QA119B3403A02
SONETAK12A6D4FB69A,ARQXAUH1187B9BA010
SOSOMQZ12AB0180900,ARLH4CH11C8A4173EC
SOUIYTT12A8C137D45,ARRHVVL1187B991E41
SOKIXDM12A8C136E04,ARCEOW71187B9A5A71
SOPJIAU12A8C13DF3A,ARHBYTA1187FB3C812
SOMMMJG12AB0188A1C,ARX0IEI1187FB4FF4B
SOWCGOU12A81C2194D,ARHEQ501187FB4F898
SOAQFIX12A6D4F8A72,AR19GQN1187FB3ACF5
SOSHODS12A6D4F79BC,ARIPLUN1187B99B9F9
SOMVEML12A8C13473F,ARM9Q581187B98E984
SOLHMFG12A81C21E88,AR3752L1187FB4B67E
SORNGOF12A8C144013,ARR8AIK1187B9A0BCE
SOXIPMV12A8C135AB0,ARIFTCD11F4C84086D
